epoch,loss,val_loss
0,0.512309193611145,0.47351181507110596
1,0.40220504999160767,0.4327492415904999
2,0.3768795430660248,0.4177027642726898
3,0.3650015890598297,0.4059757590293884
4,0.3572889268398285,0.40102052688598633
5,0.3517354428768158,0.3964616060256958
6,0.34791627526283264,0.3951733708381653
7,0.3452495336532593,0.3923337757587433
8,0.34410321712493896,0.39175328612327576
9,0.34264859557151794,0.39061418175697327
10,0.3415496349334717,0.3892020285129547
11,0.3412829041481018,0.3872736990451813
12,0.33995214104652405,0.3866312503814697
13,0.3389720916748047,0.3874560296535492
14,0.3381781578063965,0.3856855630874634
15,0.33838799595832825,0.38482218980789185
16,0.33703434467315674,0.38568273186683655
17,0.3368544280529022,0.3849668502807617
18,0.3356844484806061,0.38508281111717224
19,0.3355151116847992,0.3842431604862213
20,0.33365312218666077,0.380171537399292
21,0.3331313729286194,0.3803243339061737
22,0.33272790908813477,0.3793448805809021
23,0.33251914381980896,0.3807341754436493
24,0.332893043756485,0.3819252550601959
25,0.3359854221343994,0.3806796371936798
26,0.33158668875694275,0.3804897665977478
27,0.3315921127796173,0.3785693645477295
28,0.33146587014198303,0.3790450096130371
29,0.33112451434135437,0.37854745984077454
30,0.3308548927307129,0.37735575437545776
31,0.3312022089958191,0.37865692377090454
32,0.330457866191864,0.3787783980369568
33,0.3307674825191498,0.3780461251735687
34,0.33042243123054504,0.38027530908584595
35,0.33012011647224426,0.3778437674045563
36,0.3299146592617035,0.37863126397132874
37,0.3301071226596832,0.37882015109062195
38,0.3295269310474396,0.3773880898952484
39,0.32953888177871704,0.3797221779823303
40,0.3300321698188782,0.3777177631855011
