epoch,loss,val_loss
0,0.5770911574363708,0.43581604957580566
1,0.4191569983959198,0.39978715777397156
2,0.39493975043296814,0.3832668662071228
3,0.3810693621635437,0.37317147850990295
4,0.3732278645038605,0.3673209249973297
5,0.3684675395488739,0.3635846972465515
6,0.3649049401283264,0.360199511051178
7,0.3616434633731842,0.35686054825782776
8,0.3579288721084595,0.352531760931015
9,0.3530782461166382,0.34688031673431396
10,0.3463706374168396,0.33945879340171814
11,0.3385615646839142,0.33251291513442993
12,0.33165034651756287,0.3258574306964874
13,0.326803982257843,0.32213732600212097
14,0.3228732943534851,0.31843075156211853
15,0.3196437656879425,0.3154183030128479
16,0.3172517716884613,0.3134673535823822
17,0.3152574300765991,0.31223681569099426
18,0.31371185183525085,0.3102545440196991
19,0.312231183052063,0.3095010221004486
20,0.3111282289028168,0.3084244132041931
21,0.31015634536743164,0.3075126111507416
22,0.30933743715286255,0.30622637271881104
23,0.30860254168510437,0.305966854095459
24,0.307945191860199,0.30584731698036194
25,0.3072022795677185,0.304587721824646
26,0.30664536356925964,0.3042312562465668
27,0.3060472309589386,0.3042912781238556
28,0.3055124878883362,0.3035489618778229
29,0.3049265146255493,0.3024078607559204
30,0.3042646050453186,0.3015124797821045
31,0.30352312326431274,0.3013961613178253
32,0.30276480317115784,0.3003396689891815
33,0.3020230531692505,0.29871150851249695
34,0.30119630694389343,0.2982015311717987
35,0.30038848519325256,0.296970397233963
36,0.29961398243904114,0.2963055670261383
37,0.29894179105758667,0.29595035314559937
38,0.2981744110584259,0.295718252658844
39,0.2976014018058777,0.29404568672180176
40,0.297065407037735,0.2935616672039032
41,0.29655879735946655,0.29376721382141113
42,0.29605716466903687,0.29291754961013794
43,0.29569095373153687,0.2921224534511566
44,0.2952505648136139,0.2920651137828827
45,0.2949642241001129,0.2914445102214813
46,0.29455602169036865,0.2910931706428528
47,0.2943103015422821,0.2912742793560028
48,0.29405921697616577,0.29155054688453674
49,0.2937813103199005,0.290724515914917
50,0.29350146651268005,0.29039546847343445
51,0.2933240532875061,0.2896239757537842
52,0.2931493818759918,0.2897879481315613
53,0.2929259240627289,0.2895759344100952
54,0.2927250266075134,0.28920429944992065
55,0.29258814454078674,0.2892090976238251
56,0.2923930287361145,0.2891424298286438
57,0.29225537180900574,0.28877192735671997
58,0.29208528995513916,0.2889818251132965
59,0.2918320894241333,0.2896367311477661
60,0.29173821210861206,0.28873369097709656
61,0.2915932238101959,0.2885911762714386
62,0.2914162874221802,0.28853029012680054
63,0.29133620858192444,0.2881186008453369
64,0.29124051332473755,0.2884043753147125
65,0.2909986674785614,0.2882935702800751
66,0.2909485101699829,0.2886163294315338
67,0.2908054292201996,0.2880929708480835
68,0.29066842794418335,0.2877138555049896
69,0.29061421751976013,0.28828349709510803
70,0.2904610335826874,0.2878270447254181
71,0.29021382331848145,0.28761568665504456
72,0.29017752408981323,0.2875916361808777
73,0.29001283645629883,0.28764820098876953
74,0.2899131178855896,0.2876593768596649
75,0.289737731218338,0.28724542260169983
76,0.2894386649131775,0.287048876285553
77,0.2893621027469635,0.2868700921535492
78,0.2892612814903259,0.28626495599746704
79,0.28882989287376404,0.2868470549583435
80,0.28854095935821533,0.2873712480068207
81,0.28824687004089355,0.2859805226325989
82,0.28795957565307617,0.2856702506542206
83,0.287708044052124,0.2848958373069763
84,0.2872888743877411,0.2852165102958679
85,0.28687170147895813,0.2857697606086731
86,0.28667333722114563,0.2840420603752136
87,0.28629598021507263,0.2837001085281372
88,0.28583964705467224,0.28335773944854736
89,0.2854897677898407,0.28315162658691406
90,0.28521254658699036,0.28254586458206177
91,0.28466933965682983,0.2848387658596039
92,0.2842310070991516,0.2816725969314575
93,0.28373175859451294,0.2809479236602783
94,0.2828318178653717,0.28060367703437805
95,0.28189101815223694,0.2795068919658661
96,0.2810635268688202,0.2783680260181427
97,0.27992603182792664,0.2770850360393524
98,0.2787611484527588,0.2759729027748108
99,0.27755194902420044,0.2750827968120575
100,0.27658459544181824,0.2741061747074127
101,0.2760222256183624,0.27401649951934814
102,0.2752811908721924,0.27305033802986145
103,0.2749481797218323,0.2720995247364044
104,0.27425459027290344,0.27242887020111084
105,0.2735958695411682,0.2709784209728241
106,0.27319636940956116,0.27038338780403137
107,0.2726348042488098,0.2702687680721283
108,0.27218350768089294,0.27020373940467834
109,0.27187421917915344,0.26978132128715515
110,0.2715712785720825,0.2687448263168335
111,0.2714296877384186,0.2690065801143646
112,0.27110663056373596,0.26929330825805664
113,0.2712353467941284,0.2682507336139679
114,0.27056992053985596,0.267726331949234
115,0.2705373764038086,0.26788628101348877
116,0.2702648937702179,0.26775386929512024
117,0.27011147141456604,0.2675659954547882
118,0.2699209451675415,0.2673187255859375
119,0.26987287402153015,0.2671113610267639
120,0.2696395218372345,0.26735883951187134
121,0.26956239342689514,0.2668076753616333
122,0.26941677927970886,0.2673718333244324
123,0.26925018429756165,0.2670513987541199
