epoch,loss,val_loss
0,0.43322449922561646,0.37961238622665405
1,0.35879477858543396,0.34261611104011536
2,0.3282974362373352,0.3207569718360901
3,0.31601482629776,0.3148648738861084
4,0.3092033863067627,0.308680921792984
5,0.3097323477268219,0.3091127276420593
6,0.30577829480171204,0.3195941150188446
7,0.3054213225841522,0.3044390082359314
8,0.30371493101119995,0.3116726875305176
9,0.30378955602645874,0.3066253066062927
10,0.30333149433135986,0.30502283573150635
11,0.3026101887226105,0.31127089262008667
12,0.30224350094795227,0.30331605672836304
13,0.3032084107398987,0.3067462742328644
14,0.3018805682659149,0.3023439049720764
15,0.30257701873779297,0.30426540970802307
16,0.30072614550590515,0.3038991093635559
17,0.300992876291275,0.30412954092025757
18,0.30347010493278503,0.30500268936157227
19,0.3005978465080261,0.30308443307876587
20,0.30139267444610596,0.30207353830337524
21,0.3002636730670929,0.30416110157966614
22,0.2997329533100128,0.30144816637039185
23,0.2991390526294708,0.3002910017967224
24,0.2969062626361847,0.30105188488960266
25,0.295495867729187,0.2941742539405823
26,0.2929076552391052,0.29517966508865356
27,0.2908983826637268,0.29276853799819946
28,0.28937163949012756,0.29202958941459656
29,0.2880803346633911,0.2905574142932892
30,0.2865879535675049,0.289492666721344
31,0.28622719645500183,0.2901151180267334
32,0.2870345413684845,0.28878623247146606
33,0.28594014048576355,0.28782323002815247
34,0.28585341572761536,0.29067444801330566
35,0.28582248091697693,0.2866525948047638
36,0.28572455048561096,0.2881496846675873
37,0.285464346408844,0.29665690660476685
38,0.2860320210456848,0.29043349623680115
39,0.28377705812454224,0.2852341830730438
40,0.2808722257614136,0.2811145484447479
41,0.2744576334953308,0.27575233578681946
42,0.271328330039978,0.2758725881576538
43,0.26949620246887207,0.26956939697265625
44,0.26875564455986023,0.26824507117271423
45,0.26917997002601624,0.2687566578388214
46,0.26743054389953613,0.2691687047481537
47,0.2672889828681946,0.26885855197906494
48,0.2675749957561493,0.26679301261901855
49,0.26787808537483215,0.26968488097190857
50,0.2673078775405884,0.2698175311088562
51,0.26690638065338135,0.2698255479335785
52,0.2672947645187378,0.2696312665939331
53,0.26668399572372437,0.27181434631347656
54,0.2664449214935303,0.2664223611354828
55,0.26624664664268494,0.266381174325943
56,0.26637327671051025,0.2660521864891052
57,0.2663256525993347,0.26517680287361145
58,0.26514697074890137,0.26451948285102844
59,0.26530566811561584,0.26561909914016724
60,0.2652409076690674,0.2680871784687042
61,0.26506510376930237,0.2783351540565491
62,0.26558294892311096,0.2652420401573181
63,0.2646861970424652,0.2645319402217865
64,0.2647739350795746,0.2655588686466217
65,0.2648721933364868,0.26535674929618835
66,0.2677874267101288,0.2670716643333435
67,0.26389312744140625,0.2661956548690796
68,0.264861524105072,0.277896910905838
