epoch,loss,val_loss
0,0.41384798288345337,0.3780393898487091
1,0.37195608019828796,0.34946638345718384
2,0.32953348755836487,0.31117209792137146
3,0.31211575865745544,0.3055727481842041
4,0.3065148591995239,0.29922765493392944
5,0.30292585492134094,0.29850274324417114
6,0.300662100315094,0.2969422936439514
7,0.2995283305644989,0.29588308930397034
8,0.2989470362663269,0.29658615589141846
9,0.29808980226516724,0.2957528829574585
10,0.29728588461875916,0.29318490624427795
11,0.29638922214508057,0.29426589608192444
12,0.2965840995311737,0.29212549328804016
13,0.29506683349609375,0.2882698178291321
14,0.2938389182090759,0.28839921951293945
15,0.29359135031700134,0.29218703508377075
16,0.29385513067245483,0.28907090425491333
17,0.29319125413894653,0.28921937942504883
18,0.29284733533859253,0.2888905107975006
19,0.2911803126335144,0.2843591570854187
20,0.2895463705062866,0.28508010506629944
21,0.28826966881752014,0.28231194615364075
22,0.2864685654640198,0.2842347323894501
23,0.2854372262954712,0.28180646896362305
24,0.2837507426738739,0.2797944247722626
25,0.28301170468330383,0.2807559669017792
26,0.2830002009868622,0.28187116980552673
27,0.2830151319503784,0.2810131013393402
28,0.28221407532691956,0.2813960015773773
29,0.2821422219276428,0.2784864902496338
30,0.2812465727329254,0.28034737706184387
31,0.2810954451560974,0.2783278524875641
32,0.2813790738582611,0.27660614252090454
33,0.28092724084854126,0.2814773917198181
34,0.28052008152008057,0.27998408675193787
35,0.28053444623947144,0.2750459611415863
36,0.27957284450531006,0.27706179022789
37,0.28051871061325073,0.2757786810398102
38,0.2796858549118042,0.2750510573387146
39,0.2793245017528534,0.2783007025718689
40,0.2795041501522064,0.27506446838378906
41,0.2793618142604828,0.278783917427063
42,0.2781952917575836,0.2742747664451599
43,0.2791377902030945,0.27738049626350403
44,0.27937746047973633,0.27712053060531616
45,0.2781026065349579,0.27718496322631836
46,0.2772696316242218,0.2839621901512146
47,0.2781210243701935,0.2728658616542816
48,0.27828750014305115,0.2720094323158264
49,0.27913782000541687,0.2752416431903839
50,0.278574675321579,0.2739475965499878
51,0.27832210063934326,0.27362290024757385
52,0.2776212692260742,0.27464061975479126
53,0.27837565541267395,0.2815459966659546
54,0.2779204249382019,0.2750062048435211
55,0.2780725955963135,0.27630844712257385
56,0.27889305353164673,0.2754671573638916
57,0.27658018469810486,0.27206653356552124
58,0.2769972085952759,0.2763790190219879
