epoch,accuracy,loss,val_accuracy,val_loss
0,0.6424950957298279,0.6221463084220886,0.7010045647621155,0.5700445175170898
1,0.7216082811355591,0.5483872890472412,0.7325114011764526,0.5298354029655457
2,0.7404447793960571,0.5237614512443542,0.7453881502151489,0.5150240659713745
3,0.7473857402801514,0.513073742389679,0.7502282857894897,0.5084819197654724
4,0.7522261142730713,0.5063928961753845,0.7515981793403625,0.5025527477264404
5,0.7545549869537354,0.4999326765537262,0.7562556862831116,0.4952985346317291
6,0.7555596232414246,0.4938671290874481,0.7601826190948486,0.4897341728210449
7,0.7587104439735413,0.4882638156414032,0.7610045671463013,0.48140567541122437
8,0.7603771686553955,0.48360681533813477,0.7684018015861511,0.47661495208740234
9,0.7617471218109131,0.47935155034065247,0.7672145962715149,0.4740332067012787
10,0.764167308807373,0.47623375058174133,0.7691324353218079,0.47113552689552307
11,0.7640531659126282,0.47311463952064514,0.7670319676399231,0.4665564000606537
12,0.7659482359886169,0.47014859318733215,0.7667579650878906,0.4670565724372864
13,0.7679346203804016,0.4676351547241211,0.7751598358154297,0.4632790982723236
14,0.7692131996154785,0.4658450484275818,0.7735159993171692,0.46080678701400757
15,0.7710397839546204,0.4636857807636261,0.7750685214996338,0.4589206576347351
16,0.7704004645347595,0.4626414477825165,0.772968053817749,0.45822328329086304
17,0.7720443606376648,0.46124574542045593,0.774337887763977,0.4575742483139038
18,0.773094654083252,0.460316926240921,0.774429202079773,0.45443886518478394
19,0.7729348540306091,0.45886898040771484,0.7818264961242676,0.4549151062965393
20,0.7743960618972778,0.4583444595336914,0.7737899422645569,0.4558504521846771
21,0.775446355342865,0.457175076007843,0.7804566025733948,0.45224782824516296
22,0.7756290435791016,0.4563818871974945,0.775616466999054,0.45251035690307617
23,0.7759029865264893,0.45574840903282166,0.7715068459510803,0.45820146799087524
24,0.7761998176574707,0.454915851354599,0.7717808485031128,0.45684677362442017
25,0.777113139629364,0.45364272594451904,0.7797260284423828,0.4506743550300598
26,0.7770445942878723,0.45310136675834656,0.7826483845710754,0.44883525371551514
27,0.7789168357849121,0.4512636959552765,0.7820091247558594,0.45244166254997253
28,0.7788483500480652,0.45067375898361206,0.7820091247558594,0.45069995522499084
29,0.7791451811790466,0.4502013325691223,0.7884018421173096,0.4446718394756317
30,0.7811772227287292,0.44884568452835083,0.7824657559394836,0.4463036358356476
31,0.7814968824386597,0.44785788655281067,0.7817351818084717,0.447244793176651
32,0.7817023396492004,0.44710931181907654,0.7857534289360046,0.4437001347541809
33,0.7820904850959778,0.44590264558792114,0.7902283072471619,0.4464852213859558
34,0.7826156616210938,0.44549068808555603,0.7860273718833923,0.4433608949184418
35,0.7830266356468201,0.4447650611400604,0.7884931564331055,0.4402429461479187
36,0.7823873162269592,0.44434428215026855,0.7883105278015137,0.440228134393692
37,0.7838257551193237,0.44352012872695923,0.7928767204284668,0.4401174485683441
38,0.7850815057754517,0.44331371784210205,0.7916895151138306,0.439747154712677
39,0.7848303318023682,0.4427292048931122,0.7822831273078918,0.44088003039360046
40,0.7846020460128784,0.4423083961009979,0.7939726114273071,0.43911024928092957
41,0.7864286303520203,0.44177085161209106,0.7947031855583191,0.44107452034950256
42,0.7869309186935425,0.4414815604686737,0.7926027178764343,0.4385543167591095
43,0.7870222330093384,0.44080522656440735,0.7914155125617981,0.4381387233734131
44,0.785515308380127,0.44086238741874695,0.7968949675559998,0.4366140365600586
45,0.7873418927192688,0.440584659576416,0.7923287749290466,0.4398084878921509
46,0.7884606719017029,0.4403618574142456,0.7966210246086121,0.43494924902915955
47,0.7868624329566956,0.4399908781051636,0.7953424453735352,0.4351350665092468
48,0.7874332070350647,0.4402008354663849,0.800000011920929,0.43740707635879517
49,0.7891456484794617,0.4394114315509796,0.7925114035606384,0.4360034167766571
50,0.7882094979286194,0.4397643804550171,0.7996346950531006,0.4320599138736725
51,0.7885291576385498,0.4388728141784668,0.7992693781852722,0.4348495900630951
52,0.7892826199531555,0.43856415152549744,0.7954338192939758,0.43678098917007446
53,0.7915430068969727,0.4381406903266907,0.7951598167419434,0.43472030758857727
54,0.7913146615028381,0.4376189410686493,0.8009132146835327,0.4323095381259918
55,0.7921594381332397,0.4375028610229492,0.8012785315513611,0.43174657225608826
56,0.7922050952911377,0.4369542598724365,0.7984474897384644,0.43261757493019104
57,0.7928444147109985,0.43685343861579895,0.8021004796028137,0.43102529644966125
58,0.7932325601577759,0.4357594847679138,0.7985388040542603,0.4343741834163666
59,0.7934609055519104,0.4359622597694397,0.8036529421806335,0.4311836063861847
60,0.7948764562606812,0.4354114830493927,0.8024657368659973,0.43415263295173645
61,0.7958810925483704,0.43453991413116455,0.7953424453735352,0.43363213539123535
62,0.7958810925483704,0.4351474940776825,0.8062100410461426,0.4279942512512207
