epoch,accuracy,loss,val_accuracy,val_loss
0,0.8096945285797119,0.41251999139785767,0.8678538799285889,0.3102421462535858
1,0.8986254930496216,0.25263968110084534,0.9194520711898804,0.2085377275943756
2,0.9280332326889038,0.19026827812194824,0.928949773311615,0.2210027575492859
3,0.9443809986114502,0.15465036034584045,0.9305936098098755,0.18396273255348206
4,0.9520297646522522,0.13577112555503845,0.9589954614639282,0.11986181885004044
5,0.9569843411445618,0.12498340010643005,0.9592694044113159,0.11859216541051865
6,0.9607973098754883,0.11541813611984253,0.9629223942756653,0.11098282784223557
7,0.9644504189491272,0.10463682562112808,0.963196337223053,0.12722575664520264
8,0.9642906188964844,0.10313308984041214,0.9653881192207336,0.10529112815856934
9,0.9670076370239258,0.09850103408098221,0.961826503276825,0.11414329707622528
10,0.9708662629127502,0.086797334253788,0.9608219265937805,0.11914760619401932
11,0.9712315797805786,0.08666375279426575,0.9684931635856628,0.1009490042924881
12,0.9740399122238159,0.08512768149375916,0.9714155197143555,0.08685378730297089
13,0.9721676707267761,0.08488957583904266,0.9665753245353699,0.1011819988489151
14,0.9741997122764587,0.07980000972747803,0.9623744487762451,0.11487288028001785
15,0.9770537614822388,0.07277812063694,0.9733333587646484,0.09436818957328796
16,0.9770081043243408,0.07433798164129257,0.9684931635856628,0.09536245465278625
17,0.9786748290061951,0.07093413919210434,0.9761644005775452,0.08444643765687943
18,0.9764829277992249,0.07598621398210526,0.96712327003479,0.10424301028251648
19,0.9783323407173157,0.06687916070222855,0.9718721508979797,0.0885663777589798
20,0.9795652627944946,0.06436346471309662,0.9772602915763855,0.09579488635063171
21,0.9793369770050049,0.06779102981090546,0.9789954423904419,0.07334452867507935
22,0.9817115068435669,0.06269465386867523,0.961735188961029,0.12453550100326538
23,0.98164302110672,0.06099914014339447,0.9762557148933411,0.08057847619056702
24,0.981665849685669,0.05944985896348953,0.9792693853378296,0.07981078326702118
25,0.9810265302658081,0.06046111136674881,0.9786301255226135,0.06709552556276321
26,0.9826475977897644,0.05430371314287186,0.9803652763366699,0.0671774223446846
27,0.982830286026001,0.05763055384159088,0.9720547795295715,0.09142737835645676
28,0.983971893787384,0.05229863151907921,0.9725114107131958,0.09278779476881027
29,0.9849079847335815,0.05071062967181206,0.9768036603927612,0.07980401068925858
30,0.9853189587593079,0.05123809725046158,0.9815524816513062,0.06944353133440018
31,0.9860267639160156,0.04717321693897247,0.9739726185798645,0.0951966643333435
32,0.9867117404937744,0.045165855437517166,0.9804566502571106,0.06776317209005356
33,0.9837663769721985,0.056148502975702286,0.9805479645729065,0.06323032081127167
34,0.9870085120201111,0.04532933235168457,0.9823744297027588,0.05819788575172424
35,0.9862779378890991,0.047101665288209915,0.982922375202179,0.0572628453373909
36,0.9885154366493225,0.038475401699543,0.9828310608863831,0.06725796312093735
37,0.9866203665733337,0.04526618868112564,0.9806392788887024,0.06751406937837601
38,0.9874880313873291,0.04570341855287552,0.9680365324020386,0.10895458608865738
39,0.9880816340446472,0.04239754006266594,0.9808219075202942,0.06597475707530975
40,0.9897027015686035,0.03504311665892601,0.9765296578407288,0.09515701979398727
41,0.9876478314399719,0.04276908189058304,0.982191801071167,0.05958849936723709
42,0.9892917275428772,0.03916358947753906,0.9831050038337708,0.05661800503730774
43,0.9880359768867493,0.03968977928161621,0.9824657440185547,0.07480228692293167
44,0.9885154366493225,0.03970785066485405,0.9832876920700073,0.06142532825469971
45,0.9892460703849792,0.03690832853317261,0.9847488403320312,0.05482140928506851
46,0.9902050495147705,0.034780122339725494,0.9781734943389893,0.08013683557510376
47,0.9871912002563477,0.045036789029836655,0.9735159873962402,0.10190411657094955
48,0.9886068105697632,0.03947553038597107,0.9808219075202942,0.07310663163661957
49,0.9897940754890442,0.03848776966333389,0.9850228428840637,0.0575292743742466
50,0.9903420209884644,0.03630080819129944,0.9787214398384094,0.07529907673597336
51,0.9890177845954895,0.03691377490758896,0.9629223942756653,0.15230105817317963
52,0.9880131483078003,0.04389698803424835,0.9839269518852234,0.058476779609918594
53,0.9912552833557129,0.03227674961090088,0.9676712155342102,0.12834587693214417
54,0.9885839819908142,0.04089174047112465,0.9804566502571106,0.07754264771938324
55,0.9903648495674133,0.03653515875339508,0.9840182662010193,0.062303222715854645
56,0.9916662573814392,0.03065386787056923,0.9804566502571106,0.06792280077934265
57,0.9898853898048401,0.03890811279416084,0.985479474067688,0.05449065938591957
58,0.9903648495674133,0.03716074302792549,0.9811872243881226,0.0675564631819725
59,0.9885839819908142,0.04326581582427025,0.963835597038269,0.15990576148033142
60,0.9914608001708984,0.0334685742855072,0.9884931445121765,0.04658741131424904
61,0.9897940754890442,0.0391225665807724,0.9832876920700073,0.05808703973889351
62,0.991163969039917,0.032981012016534805,0.9826483726501465,0.06676678359508514
63,0.9914379715919495,0.03086858242750168,0.9834703207015991,0.0628800317645073
64,0.9905247092247009,0.03308418393135071,0.9828310608863831,0.0732339471578598
65,0.991141140460968,0.03190171346068382,0.983561635017395,0.06296741962432861
66,0.9895429015159607,0.03545444831252098,0.9815524816513062,0.07736900448799133
67,0.9915977716445923,0.029297268018126488,0.982922375202179,0.06711620092391968
68,0.9914608001708984,0.033266112208366394,0.9821004271507263,0.06360325962305069
69,0.9909128546714783,0.03204605355858803,0.9833790063858032,0.06212230771780014
70,0.9906845092773438,0.03691408783197403,0.9808219075202942,0.07641255110502243
71,0.9913466572761536,0.032628435641527176,0.9823744297027588,0.1009347215294838
72,0.9915521144866943,0.03216443955898285,0.982922375202179,0.06457778066396713
73,0.9903876781463623,0.034804169088602066,0.9870319366455078,0.051090314984321594
74,0.9933102130889893,0.025950925424695015,0.9822831153869629,0.06952197104692459
75,0.9905247092247009,0.03444848954677582,0.982191801071167,0.10580798238515854
76,0.9912781119346619,0.032404690980911255,0.9820091128349304,0.0727277547121048
77,0.992328405380249,0.029134798794984818,0.9847488403320312,0.05966419354081154
78,0.9922142624855042,0.029281921684741974,0.9841095805168152,0.06259211897850037
79,0.9921001195907593,0.030998732894659042,0.9831050038337708,0.07171878963708878
80,0.9925110936164856,0.03235543891787529,0.9828310608863831,0.11751098185777664
