epoch,accuracy,loss,val_accuracy,val_loss
0,0.6416503190994263,0.6070269346237183,0.7543379068374634,0.5088927149772644
1,0.7528426051139832,0.5035308599472046,0.77041095495224,0.4825610816478729
2,0.7762454748153687,0.47353291511535645,0.8008219003677368,0.44031089544296265
3,0.7887117862701416,0.44827428460121155,0.7997260093688965,0.43329182267189026
4,0.797867476940155,0.4377659559249878,0.8173515796661377,0.41976481676101685
5,0.8020457625389099,0.43151700496673584,0.8164383769035339,0.4124740958213806
6,0.8047399520874023,0.42358505725860596,0.8102282881736755,0.4220196008682251
7,0.809648871421814,0.4172714650630951,0.8110502362251282,0.4130440354347229
8,0.8117493987083435,0.41303569078445435,0.8190867304801941,0.403737336397171
9,0.8134161233901978,0.40695539116859436,0.8094063997268677,0.41455528140068054
10,0.8156308531761169,0.4033128321170807,0.8231963515281677,0.392885684967041
11,0.8186447024345398,0.40075621008872986,0.8123287558555603,0.40809082984924316
12,0.8208593726158142,0.39799928665161133,0.8164383769035339,0.4047345519065857
13,0.8241928815841675,0.393269807100296,0.8285844922065735,0.3944558799266815
14,0.8250376582145691,0.3919987082481384,0.826940655708313,0.38593316078186035
15,0.8296725749969482,0.38809701800346375,0.818447470664978,0.40901100635528564
16,0.8293529152870178,0.3863138258457184,0.8331506848335266,0.3835887908935547
17,0.828028678894043,0.3843681514263153,0.8304109573364258,0.3819204270839691
18,0.8306087255477905,0.3830355703830719,0.8321461081504822,0.38156718015670776
19,0.8307456970214844,0.38092103600502014,0.8218264579772949,0.39582619071006775
20,0.8317046165466309,0.3787788152694702,0.8202739953994751,0.389697790145874
21,0.8324352502822876,0.3769364356994629,0.8389954566955566,0.3695303201675415
22,0.8331658840179443,0.37637972831726074,0.8402739763259888,0.36743900179862976
23,0.8345358371734619,0.3739089071750641,0.8384475111961365,0.36523523926734924
24,0.8349239826202393,0.3715009391307831,0.8357990980148315,0.3753895163536072
25,0.8369103670120239,0.3699644207954407,0.8297716975212097,0.37837013602256775
